product,db,source,sold
a4a4a30e86cd6fb2660b16ff087d8f8ce5eab5e6bd1e5f16693a710fcdc9c2bc,4.2,product,
3899154537c499212c13d4d177dea1e8fe52ad82d113fce098e9e4f110ac0a7c,3.0,product,
009d35762c77a48f15a193667675a1eec9b43ba51bcaa72233438906daf5ae59,2.85,product,
acf582e588318cc7034c981af04b412b26689c89f9cff55eadb3cdda538ed9be,3.0,product,
707f61aa1ab9d2b7f7efd7b443ffc15f2f41ede4f9a04606adcb9fc4e9263105,3.0,product,
c88942170855dc4023eff38e7abb491656c9ab271ecb6f4361d7a17702ba9ddc,3.0,product,
3d8ec37987a16410962c5a79cd059518d966fb6a0f484d9a76bf9998fbbaf8b8,4.2,product,
32ee65189c0ebd8518c9d4e076d3fc82dae8cabed314a5a3e7c920507bd06f57,4.2,product,
9b1f2877536694a1a6d9ea4e2a1096748f45e1cd4b1800d1a82a2381a92bcdfc,4.2,product,
7aa681193674b07a5d80b498b6a4b0d23193e6f598a45070eab9a6d42e50aaf1,2.4,product,
c5fe103f671ff9db92287801d39f910503b4ad012efa844bf123ae1fa4c23365,3.9,product,
87d590af2d933e33e3d50e725e4067b86ddfa28b3b3ff2417bc3ba86300e6c67,3.45,product,
7bfb8163629a3bb9649dd72a824b364cb85a2f112bff916cb79c3fcbd1624875,3.3,product,
99f269d173a088c9b82b0870824f1b8c0a3d465419fd04a5fc50344a2022e865,3.0,product,
8ef3a1717b92334af0cb88af405b658008ce16657d817008e47cb0f9284c4505,3.0,product,
b273375c4b39ddf094dc0553d0b704ae154052c53a89c2b1c1284e5f3af5921f,2.85,product,
2a5770df763fc372e686fae422632041aad2f6d4986ef6a3baad4e3ed44f0baf,3.0,product,
8939f10b207355c989b49024cb2ddb56772556d11e7eab40713dcd79cc765f98,2.85,product,
7d25042048faa82a0d5cc9eef14eba3b3d5eddd50462da79dc0f44f076fadb3b,2.85,product,
21eb211f7b6e6db435c045d4eb76c18ad869e47785889afbd467e2b38a3b0dbd,2.85,product,
1784d4110adbee2aac7095ea5a9ac1241151ba1f34459ea2218a5d56a62c85a3,3.0,product,
707df4db480e31f9b0baec3f4f331d68f02bcacbea005f57682b7d4bd8599b44,2.7,product,
10fe226261163d39abc0da26cc783a46d60850789228e4ba75b05d5fa57d3c56,2.7,product,
a5a7559a2191b01072bc3b682d8bd34f3d46a7a16a441ac5b4c3a771f435f2a5,2.7,product,
07b6812a206730ffc77bd0a6e32a099d5672c8a755120d136f50f165b4453ec5,4.2,product,
0cb2d8be2990c9d132f602d83328e1326a063cc2f9130121e6ce9a8d35642799,4.05,product,
3f5c920b302576d82fc2637f36ee65bdbda25e723541e343facd782a7c5c2711,4.05,product,
f0682887471643b9aab074ec0d4b9c21bb1f872d721f2200a6aa7cf9051a596f,4.05,product,
36aa182929fdf7c81a1be384c72a6d39f1462384d1d3151f8fc08bb573ed28f6,4.05,product,
ec8a72e954f189a34c53863d1de4a5a2911a35aa55d2ba3fe06cd6ed47d2b27b,3.75,product,
1597253f77c9160557101aabf9a2edff8e95eb26a6a4cbdbc612fa53bfcf7314,3.75,product,
2c28e3df2fc7a369e6f7a7575732609a5e96f95b8a581512c23ab02a2a7890e5,3.6,product,
654a21b80ca42f35fad9f01afd6df25b23640f693835726f75333b73ece5959b,3.6,product,
03fad3758f9b717cc47b75b3394c2ee2becc4f78b16d4b393e16eb9468e7ec1e,3.6,product,
f13093139ffe82d7f31172123258c466a0265eac4b61548de23d63a54bc4d9a5,4.5,product,
3da0a40c9177120eebf22cdbfccf162c98ecfa53716f49b7574fb1de7fdd981c,4.2,product,
e20e73620323a2c6bfeea662f0d1c53bf3b5557ac63c6a5eafb1381fea6d299d,3.75,product,
be2a99713f2ef1a9c725219f59a9bc8f47e7093e3f14dbb68cbb5b4cf0d19e56,3.9,product,
8787a5e0469dc50221b239a17945b1bf040b53d8089d59bb9570ce0b90f0e8c8,3.9,product,
b5bf75213fb7dabdd80b2b03aa34edaa63e3927081718397a4c539033fd12a3c,4.5,product,
bfcac9d59b3c13ab3d0505d831e68c459478a7c90c84a43af01a8779670c4b8d,4.5,product,
6790c25c01f35a31ebea91e6e96252c36e43ddd38f9070b917cf02e198e68f9f,4.5,product,
97c9607e8a8847192d9425f37500170fb291f279f3de8ebf6b4a81b164e1bde0,4.5,product,
2c0bd1a6768b9e9b797ca8647f28458fc409c7ea00338e0ad7f39f26d74bba7a,4.5,product,
968382140030324902c8f717fe7ddd01644f1ead76e0c83de0f484051b7852b1,4.5,product,
48a5a86a48e4e64a68a73a3bcaeff54ff6bda76e868d7d5187b98cd6a7b104c7,4.5,product,
f5422179011a859a2b94c0a814281aa3d3ba39d58fa5c0b21519b57555ad9613,4.5,product,
685390667deee694d23afead5d51161798dd37d1959a821bdb598c069b6223af,4.5,product,
7284c1d81604082455a6a223c12280778c38c0249ea8bbed11652eac6cc5e8f8,4.5,product,
e41ad529543f3f8fe46d4928693f0499590278e006f4023a9e2706034780073f,4.5,product,
625f21b4934465056c3262020328da5ab4d7b35f6deede55d5d42b8658c27b39,4.5,product,
d59f49c9425dd1562792f029bda540497e58c7ae914e3e95945756245b709d18,4.5,product,
e93d862d0991e2247b65f8e24fcc0e1fd96a32e5e67b0074849cfa7edec52885,4.5,product,
8593955c26d17560c201a534ad6551520d737cd0ebabd5f8cdce382a300c2d06,4.5,product,
c6c9a6d649a46ebb774b7e448b300d42ebaa4b0a28faf4e838ba57a473bb53d8,4.5,product,
d14f212a808ecd988d2bce496b320bf6fcb8c81f192a37662e381c23e2cfcebf,4.5,product,
74ee96307d9cd565e1d1d5082a5cf0c1915f1d4862b70cdf807aceefeb4d134f,4.5,product,
d129f05e792c670145016373fe311430bf783d507d08e40c85b753d0529ad149,4.5,product,
3f94d579904429eeac936bbc77aac5d37f5dd365fc4aa5e668457b8d58fadd9b,4.5,product,
0568441e6c5e3f24b9626790b902264d088758284b2492f4f007543988a7d11f,4.5,product,
9acdc5d970cc7633032a1fe02da29ddf07ac4742bd5a24c33526018ed6991b24,4.5,product,
6e6f8338288e31aef214c98c948ed3fca71ba47ebb4c99e59b2c94e7cef6dcd4,4.5,product,
79487672369bb20829abc422932c4799e945c1f69d538fecc654ca195528309c,4.5,product,
b96a89cc9c319eb446c2705bf703e59c5366ab424cf10de6cb550ccc821d0b14,4.5,product,
97c2151e21263fe9eacfd0a24030856f08687cdd12fc9842ed97deda3f0381a4,4.5,product,
cf54e8166d7a8d563439169ebdee260c15b1a631d6710f0ec450480bd35b8a88,4.5,product,
5378c3c4151628649980a1edce5883c4adb3bd77707d8c814951c10217dcf933,4.5,product,
be60051540b86d860d439e04b24c6544e023ecdfc4567dbd832293fef0ece1c0,2.4,product,
e6ea2295134168304521a54ac1ccc90b55466f735e4162fb89d23dd2dc0fda65,2.4,product,
ec8bd3d155d852fa407de5de684e393191905eb768903be9cab0a7569db2332f,1.2,product,
c714776b58fe4c0ee86d5a676a8a2cbfad50faff0a1ac40ab1e2f1559ddbbd19,4.2,product,
1a6ec4154ba69092207569a2fde109c2c09b882d771ce635d2ccab8b581b7e0b,4.05,product,
b6070269851ff642c20a9812de839efad0139b6525dbcecb51099341710430c3,4.05,product,
357fd6c978748fdb7b14cf20fb996cd0be6de84b37f429b41811ddb61c8ad7d3,4.05,product,
e5a7977e1368e51d0a86b339ed406076b262db57393554e146b215195f888f13,4.05,product,
8db821f95de634c4d79fd798963ce26f9f2f945c6bc422d7cf5a27cf4a036f5e,4.35,product,
bdb341609c3852911b6bf3171794abe4599a5914bcf28e2d6b0341596e9763c4,4.5,product,
bdc489f41778a123322747ae72a9ec683a6306b60826f853e6f411b8ca4a9b37,4.5,product,
82c264a7891f1d6d233c043a08f95cfa2b1681561aa463b22eb69d61dde76b43,1.95,product,
5cf575f288ac27a4d5efadb56203d10c13dc6048386e489be58d480531b8f1ed,2.1,product,
a195236669c4b7ded6e4f12e3274045effedf9133e50db43864140e5bb656e00,2.1,product,
0eef99b998d3fb799edb854bdd11c528609053fd155773f2ee8a28ce7e4421dd,2.55,product,
e3d4042975badab69c251d5652fd32c8824e1fb0cae03e572424631177d381e9,3.0,product,
d0c8898d7fb382e7657c6b7066943afd679be7a8136f83efa7d5104894f5b576,1.65,product,
f19d399196b5c1aebdd91ba9b6512fc7b8f73b743fc3169ec3203f3bf5d25960,1.65,product,
7f0b07a96fc0c33f95b72646e901cd644f56550da32d1aee54d1c7e47572b27c,4.5,product,
18df8086701d7983520a1ceaccbeca2a55d617aa3dc7d87a82c6ce954eefb858,4.5,product,
d76351c2215be283e61190dc2db7bfd139885a02b3cf8626de27b1ce4da079d8,4.5,product,
9c3fe5c81df0282e5cc69a05d7d99bca1dad8cec896799ccc66102b0e019a55a,4.5,product,
f123048c31fbae9cab5554b0aa58cc7bcce48d000c6a89ea53ec8fcf38ab2ece,4.5,product,
8bde381731109076322a3e5cb235dd9c3cc04a5ae36d4a2a5e07015bec4a6f3d,4.5,product,
099c39329cd4a47236b42ce67efd8a48e547602f0f7932632009e4197ed2415a,4.5,product,
031207e11aa93c1cf22bed3685bd7b3b983a5f1256433b3156e75c738e134505,4.5,product,
edfee43522c487e26b205b9c82a071a341526e4a11a2e13c61fe2047e1154314,4.5,product,
cb5090a1111af321989f4ae7b483f149e777fd4564c9877f8f807bcf502083e8,4.5,product,
e8ed009b47c520b479d38105468bca8784c5bc8e1c9d6f67c0736284ef766d05,4.5,product,
d10d963d2939d7ca0fab94463489c35b2ce909f520e6585fbaf88d248a2b6dcb,4.5,product,
8497b1ac97e80267f4c65b24d688e149be08d191f477d4393ac6ad6a76bcc953,4.35,product,
5cdfd9ff5f66a7a0cfa0c875aaec050228d0e164e7bb185a074c1213b649bd12,4.35,product,
0adb755491ce7ccd7a9375377b80aa5579b9c8e6f56aef206c21ee214639e17a,4.35,product,
70c2e24844db4f27b2b86d338cb4a22e15ff9e0643f6f15512e8021d70598981,4.35,product,
7c32c16d928a7d50f42ba6113a681f1b9e4281ae9ecc10c81a55c18e54118966,4.35,product,
0a88170c7e24a108de132e1cfc3df63ac7426349216f7112f1ff05ce619b4321,4.35,product,
4b6d04554830b69c20793b07c5b8e6c8dc24155d347eaf70c81268c628bfa94c,4.35,product,
a54463150774f76df6a75185e05fd7d4a37d0969d0804d43a22f9ac07496c733,4.35,product,
5c9cd98f764332db5022cc8ba407c0d069d5a25fb253002408f49559c13a6a55,4.35,product,
579e80677359961c8a32a01a6041b1d212fa316e72328f4d2ee91b4010369488,4.35,product,
b9c4c28e992a8750e81fee7428d66cabfd59205bd239720e4b3ceb3c6b689b9a,4.35,product,
0928e2674a4f08db269563064704e2ee006df07fc52c938953f0cb7fb8229900,4.35,product,
2c94298256d33a10d9c8f0e522e0e4f3a90bba76d341726bc2912820c522e5b3,4.35,product,
bc59c20484f03c1d475fb9cd34246be9f0818a9e580ab0b138746e5d1c722494,4.35,product,
fd1dc05a274a4d2e1b657805aae39bfb8d6cd543b393391a4efb4e850ca55e73,4.35,product,
ccd3f53b336d1637b06b395da5bc8a9eed98dd672390dff1656cc7a176a49c4e,1.95,product,
fffb72ad6cafded64c90883a165f9beab28675682c26394622754da0b6eb8e83,1.65,product,
96bd66251d12085cbe0db81fc69d709fa515c777ecd2b1ccdabeabdd39edf09f,4.35,product,
202f82541483347139aae90ee41b46b863397959465842818003822bb2f1a543,4.35,product,
32bd435f6f24983f14790744b04f287cfcdddb28078e3a7dae1696f40b0d5795,4.35,product,
2316611f9dea29076f05308f49dfa4b32aa4de8cb848a7263e00e5df791db04e,4.35,product,
0da243b50e00ac2155361d9071e24e09b8a1701016cc48114374a31663ca9b30,1.65,product,
381703d65e3e1fbf25b27c088b36078bc55a2afd3ede2deb6b09e68104dae290,1.65,product,
3b07e0de6ced81c4ae48424c5d55d80bd6f36887aecf631ff2e9d3b7aa6e5928,1.65,product,
53ade7a170307a0cce629943eb3ae11b166d8f6ae2d83491ed4355490dbfd239,1.65,product,
993e84c11e2d71d8fc43cd5b3676bead91e29337dba713d82f961bb3bb1fb50f,1.65,product,
7214f34a1eefbc79ac79a9a3f1523f091d9876622fe06348fb5e410f51729723,1.65,product,
1a5be31237fc6e42ef1a777dae71a9177fcb9ef204599a8604194a7814470239,4.35,product,
8cfb84f14c7fd7ed148a3fabeb94cbbcc3cf3c50482dc4c759db680c0fd5600a,4.35,product,
12b623fa24bf29454d8f4db90f7e11626eae05fc2f7797ef71365a5e1c039d3d,1.65,product,
40e286609b7770e6d1dcde4f3720cf48e19762e8963bc979103e4cbf24a1d500,1.65,product,
b6c5903d6f80871a7617aa5ae224d2b0b968599216c1ae2bd81b4df1c9c74508,1.65,product,
fdf967ed82fc3c8cb24e75d366ee0247afbdf4957307f6c38795a848185f0357,1.65,product,
e7bc16314f9c362650bdd51610e1c1d7db7f53d7c96421e854a8e39dd0967d25,1.65,product,
6385f68c0d8c4e8398fdcb3ab81e6ac8a79647d69c179dbb743b81904c5df947,2.4,product,
aae8683a280d95df3aaf9515be51d6fd6424bc744d40992f7fb2a56ab7044b97,2.4,product,
e70855b87eb56f2c1779b770b31c7356cbd78259bd53909f2da0b090c48ba709,2.4,product,
f8d5229f8f765813f01b954ca99b83c9f7f78a1512cfad9f04e871e06a0f4868,2.4,product,
ccaa80a71030874a634d58f0820ca0061f399381121245d813e0517eb3406c58,2.4,product,
0713f72130ca8a2bd49b861eff351a0e5ed303f1b694ffaf4eb0dd8cfd4c8d0b,3.75,product,
fcc2672434cc170c415da195b332310561b62e6a1c36703b0ae044db7ec7bbc1,3.75,product,
b6dec5ef240891020f4f40ac942050b80bde61fc19489d9d52ba736b6700560c,4.35,product,
61d722a591962938d8949989b2e43eb165ad183cdd3409faa325fa5e3188794f,4.35,product,
a78634a81a4a0f8f231a056bf0558d07d0cb5ce79049b4c37e2c205bd5d2a2de,4.35,product,
9a33e58389df21d20893aee1b6d64abde68d326d3705a56db25ec2b36a84a6b9,4.35,product,
4d4cc8688857291ee54c983cc46f1a43e4ed0e10dec5e42309bc88e49fb9d08b,4.35,product,
a68fc2497198e2779609486e4f385164b8455c1a66ef76ec7aba03f7cf6e2a34,4.35,product,
6fffe02f4389c2fd46e26c6183a390f1aff3cf812d4f09d46d72817c35e4d589,4.35,product,
432173007f14f5efbc3123a64aa2adbf7f7c009509fe6132834e4fa1c32afe5b,2.4,product,
c40ea9dc796767f22d09c721238f20e8846d4849d04ba1bda757bba69e89a814,4.35,product,
00c877a15854da5a7c459bb7170c40b328f09355ae738f342d729bb155ac792d,4.35,product,
690dd12987414340f647b7585f66dacc8cfd73b07a6ae10e03fa59122c5616a4,4.35,product,
3cc6c40193aa5b75fad1fda51cdbb82294a300051cf1157c124135081222a291,4.2,product,
340565774457ef746ee47c4f821194af211d7ef69e01acb75ffdfa25640be5f7,2.4,product,
91b6d1ac8bb06769755455af04bde5cb8d8933417079e3c12ac49242d5819da4,2.25,product,
b42540633661e37b1999ac4841a886f058b42901e8338856804eb80daaf4a0b0,2.1,product,
eb7188f96805be715714483faf821cb636ac6410a57cbc7a8c3f821565af194f,2.4,product,
b060801d0598a873e6f86fed279177699e07fe51f938c0a2031b23f9db8b0d51,2.4,product,
c1e2c47e19f676c589a3c3355a27a5daaac6a8d95b2418c4399f3f5d8a5458f7,2.4,product,
ca4521fd0f491fafc954308399566056da00bcc0c5d9f864c27ec8988af0e381,1.65,product,
f009e45703cd01ba0faea46a20c29bc258253474f47cd76c272759249388e27c,1.65,product,
6a02141d3655cdad250d3285468eec980fd520944c5dc6c3de27b763f1fe5b11,1.65,product,
97a010b23ebc9b5749ee9fbae2bbb826c7cb94f0907068064fcd1e3c6b043784,1.65,product,
b93843528a1e2c05fcb1bdec35ea75214f8252d72dd20fa56002e1c854f6e6a3,1.65,product,
b79d22041a580911b4cf7bcfe6dda48c4e25da1759bf49e543fe5a380c67a5d7,1.65,product,
03dc03c132ab8affe5f8cc1e1fdc972e138599732c37dec605a5e3ca9ce67a8c,2.4,product,
4cd983360eb7d6bbd92445c7b659531b5fc978f3ce22444e5f5c6ff1a6804ca1,2.4,product,
b90922305c12545567f3e8a083f7b30cfa1794aca27f16ed090949dd68169738,1.65,product,
985d060179539b99859fa7495d406ad149ce209d1a6260247e0792326cab6a0f,1.65,product,
c203e9ff3ec4e126366e68bb48c89f5d63b08ba6f92b5de1f228dfe9d51bcc6e,1.65,product,
809d459008fe4579e40c7c536c83f6e0e90eb3f9aba9f08aa9a8fe471d15a286,5.1,product,
4e10b32001e3e49f8355020855c53c9114c5b833af814704c1f71ed27c3cca8e,3.15,product,
41cee98c69cef4bcc2d6fb1d5d1af64f00c7fcde9d58eab102cad26cb59529a1,2.4,product,
5b8be15e7998f75bf64f28eb7a85924fa18b6cd1b75581b2228fd3190d3d53ae,1.65,product,
7eb3580424888e3e32332578d9513a72abd20b347cfd03df2489caafc865106d,1.65,product,
fda9197b438aadf280619127270e0468d91f2d6b0ce51d1a7c954100853b10b8,2.1,product,
f513047212277c48e506157e9e1ac5b375c307e9df65017b9cd8842757fe5bf5,2.4,product,
9e3359368e6822d7c1b523000681771581bbfa2c5010eac0db9930d35a09e36f,2.25,product,
027e984b1d668bcadf88e2446a104df07c6e03a85db08d209940e78e289faa3e,2.4,product,
4f9257732e6145c9f3d60ebb344936e61e6a1b3a8feae5baeb893f547a25b9c7,2.4,product,
c99f624b3aea3acedf1ff7d793090eba6d246382e0f9d6ac35c59e5c9d63d973,2.4,product,
c592c7ea522142c899fef2c2a687e7edb3dd06907b5d23a9ab35f22e45452d79,2.25,product,
f999e785737c836c33ae6b3501036a4e1f3990a760a16ceb33e2947fb9327c17,2.4,product,
f7a10886558d705baa8f831b98030c2e8d7e0988464b6596f81d6eae4196339c,4.05,product,
27ac461f216c4be3ebbe3b128eb7abffbb243a67ba8051be19d19ccbcda81e48,4.05,product,
17d2813b0a85ea3623c4768ad370b6cca1ebfca0e127c4046e943125d5a41710,4.05,product,
b0b3c7479919fabc09436bfd6da4994a4a18190a2e8f564a0fb8104683338503,4.05,product,
4ced619a05aa3a90d801e44a8e0cc19f3cf8db7d7950f2841a5dcc18f1a20563,4.05,product,
b57438981a51b512e5640fc2db4119a210ea8aa11bb51016863c654ee675bcf8,4.05,product,
a13ec206146a10bc10e13c7b72b62bb7de5702d675ec11365af84794bf652391,4.05,product,
e9c429ea59bbff87e2132e850e9125965f28c8c738f8e5d48748aa60ee78111c,4.05,product,
89f0e6a77a47e51ed8be2a8c96d503a592769129e75f358e6df65e9944e3792b,4.05,product,
da19d37593b1b5dd4d42f507ccb8d5259f37f9652e277494b2480d8d5489c915,4.05,product,
02c482944501b01db25e8b0efa5894b3fb7c6941037eb46fa48df778c66edd47,4.05,product,
e144e0ce569e7a1c009ded7f1d80eca8a370bf722e7dfc27353aba16d7a336b3,4.05,product,
bd463387224870e5e8d0fcb6dd7b889022863bf7cdb7fdbd1a212583539b3d88,4.05,product,
8a33108422855df5f082aee2ae64131e4de818e480caa6b950d64558008f7735,4.05,product,
0670929b0df47a87fb35dad5ecada3fa1bf126c9699a89d2f4836ae653593487,4.05,product,
7a2837a516b71135253d02639feb5f77426e2fa996627caf09759d04c414d1fb,4.05,product,
1e5354d38d9e8a0a9704e5ef50dd1df87aac47655e018aca143b200c7b0dd90b,4.05,product,
5984d18351773d6ff0afcc257251ee789596d6848a12f74a6c1668f63379d8ad,4.05,product,
f220361f867a756a74dfd5ec5d104484ddb8208e081838e5143430b2b9292c0d,4.05,product,
13bc74c70dc7bb9e8cc09b3862040c1e190a367b47bb1eb826eb8fa18f004077,4.05,product,
0ca8a8136ce2d58a9a382261867b85683d301a8d5c65933a6554ac2c45cbc197,4.05,product,
8c7907c70300194173d1ca724dea2546a1609a920306905cab57e036760b184c,4.05,product,
0458601c71128b8121e3a5015e191387107bf0fb18b996fa5c4578e4640e08b4,4.05,product,
4f98d67345b562d38c09bd6f8d2f29edfc6c712ba5ca168be17b6165fa1d9b37,4.05,product,
88e94701059fbf0e502461b48fba23ba8005e2e698170a59a4c8bf43ff2dd42e,4.05,product,
f8c0b3f787edcef9975f998e2b52e3c5fd22e97a970067cec05393262895a984,4.05,product,
9596e3f917d934984346d50dbc577a8c345c638e158c65cfa5b3cc69ba3f0fec,4.05,product,
ba70607483642aca108af5558cd0ba531e3a723b1e1d5461a5e18815d841963d,4.05,product,
8cb583170c01db6e7fc629178d5516d1535b175925d3b9de78b8ccb360288384,4.05,product,
9b54922b52c27e90e7f1b30ab562701f1368377d1b7f37ae128e8b7692386fd4,4.05,product,
fb42c86553926c4a98bccbf5a696f33a628514fc6a0af11c7995f9286b814b00,4.05,product,
34ef93b72a1331c11ca21e88591c4702c8996c7f5505675d999bc0081cc99c4d,4.05,product,
6d63f5c50cc1c62e384d0ea2e8606d4eec66fb07fe23c827180ee0127b6a5942,4.05,product,
42f350f75f8a023452ae7fb0df52b2138733a158ccce3383112eb3ca2412eb1c,4.05,product,
ad91632805c3b36df28d173a15913350721a3abdad0f7912b8cbefb29fbe4ac5,4.05,product,
4d31518c4b04aca63bb22b9d347d581897922b7bfd3ebf201fadcd5fd17f8ddb,4.05,product,
8100c4799736ace7fbf460448f43b8665acaed3ef8a268b46375a8d762fe2187,4.05,product,
4bf1b95a785c8386f19b999fa12b7c9589e3c9ddb3fbaf6a2886e71af153868a,4.05,product,
540de9e85c1f4b1d0f510e4bdce7f3f3bc58efa3d12530bde2c7670158d159b8,4.05,product,
b57e22bb91e71ae0f88b85b2fbb53afc79e07ecc3cca837074b73499dce50e2b,4.05,product,
4b8df1f9195c99ad3cc52f67f7e8cdd8412c0015c0782c4aeb7fe01b491e1ffd,4.05,product,
a56778e460ca8488d496338cd014cb44de8e6badea807738ca5ba57b0627e3a7,4.05,product,
ea8a57e4221f0b3cf4ea31b8c7047e7068a5b7e48e4d0fef5a9cfd99294470a2,4.05,product,
76fef2d8311073a7a144a8306fd5a62e695f3f5c8ee2943d19d457e5a67ba6a3,4.05,product,
29bab1a7052376df87a92693b43489a1986afcbc166f9364a112e705db69bb15,4.05,product,
115f346c02a65c95cd660ba0606e5d5e2c0d871be208777deddd00f333934e58,4.05,product,
8d4a56464edad73023a0d1b16d5c14cd60641452f7b631921a8602405f5eafb9,4.05,product,
121a00be0b3fd1a8aa27c012ec133815d6d2417a9f6200923fff35c6f9d33e23,4.05,product,
8add826b09dad65882aac1bb24a347d1d07da3111b6981b54c7c04111d423446,4.05,product,
d89278ac318fb087a76344cd251097dcea12bd490103faa20e9faed1df71908a,4.05,product,
4de78702164ba94d820dc75aac5eff70e59f537d1b3ecb9919547db3fda27b96,4.05,product,
f6e4641142bb49e81f75db079de17c1fed510036314b7fd57e07892a3fee74ea,4.05,product,
ffd865687d4fe28127a621a7b0c6720b58a17057740b0f36f6e3b1bc6a9deda7,4.05,product,
968a70f5079611ec8b14bbadb5b3c4b3282dfbfd4084e29e375956d691dd6341,4.05,product,
494105bf2e4f43eeb8039ed60f05b5b5b4a418bac35f75d81820b11aab07a0d4,4.35,product,
ac118091640c0fdf25238d47b577caedd2aa1488e0dc09d2366473176a128059,4.05,product,
f157262c6f291556c1335a2ff823d688a8bc24323cbb7a716b400351473f85e6,4.05,product,
f9d0c1f026a47a0b566099fcabf73c4f4eec718ca59ef819b442d6fa07fa9b38,4.05,product,
8bcfe51b38475a5dd9519ae88532ad3ebf252d8b2dd88bca750abf99ff0d2160,4.05,product,
843e41c820d4c0d63bd459e550785f7b6f76e6bac7138b2afce4b3605808dc82,4.05,product,
972ab2569964c02501e7b14d408d10258f27860968254917b286b551d871826e,4.05,product,
e761632c80fd430f3be05885a3d1e43c8fe52fbe41d618ce554f5bf5f0741563,4.05,product,
6babe53547c063c06457c17a36131b9183590c0ea53e1ce6679647cf0aa428cd,4.05,product,
808ef2166be7bee84768ac42eee769e159c2a54f289bbc672b3391eeda64852a,4.05,product,
178089705f0f434897903d40eb1e0e64a5f53968197926b6decd8dd22b29aa58,4.05,product,
96af82763c8581704a430cd98aa0be076aafa2b5b413d5daf8b05025aeebd977,4.05,product,
61f23735382e945d188ce3926ca09e48bc11c190cb0db4642d480e6107a52459,0.6,product,
ff7948b24ee5b94d3fed19a0470317817188c740ff725d7e242aba28e3421948,4.05,product,
b605427d68081cf6f4a9cca93a68e4420c0c8d23833c567fc41cddd5769e4a04,4.05,product,
fc2983bd20b8a78a2cabdacbf928f3382344ea454f770a6a487b39dd71c6ae17,4.05,product,
21f7231b891e513b6adfe367c90edc18225756a8f7fb8d278f411c75204b400f,4.05,product,
2917682f9898ad58c56f2e8bdc7d065a7838cee4892277cba36b35e5e24c89d9,4.05,product,
92c8c1804c6d94865176413bee2e1b61b4335c51b01f13efba0d156f9ae1cb36,4.05,product,
90fa364b64fe3dc140b018b920cb98657084ff038c427ba98950e0e6571018a9,4.05,product,
fcdf46a683ea6e3bf8954b4789597596a452b214873d7de7fc89db0832a73f5a,4.05,product,
b3e2d2d58518fd94d17e0b15b0b097ec3897ca5db6b04474de42b113a41e77ce,4.05,product,
5377006133f3c4ef279d17ede1fab369b95fa82a62bdc2df5441c86b80c1c032,4.05,product,
0ec2e3ff4af9392c6189e129ad8d358f0dd1f707175d81d4af395ec299fe6371,4.05,product,
